0,1,40,0.000,1,0,0,1,0
0,1,40,0.000,0,0,0,1,0
0,9,4879,21.294,1,1,1,1,1
0,5,867,0.402,1,1,1,1,1
0,2,88,0.134,1,0,0,1,1
0,1,40,0.000,0,0,0,1,0
0,2,88,0.002,0,0,0,1,1
0,6,871,0.314,1,0,1,1,1
0,2,88,0.143,1,0,0,1,1
0,1,40,0.000,1,0,0,1,0
0,1,40,0.000,1,0,0,1,0
0,7,1060,0.694,1,0,1,1,1
0,10,1702,10.679,1,0,1,1,1
0,4,534,2.353,1,1,1,0,1
0,12,556,55.012,1,0,1,0,0
0,3,144,8.977,0,0,0,0,1
0,1,48,0.000,0,0,0,0,1
0,19,9788,53.732,1,0,1,0,0
0,4,651,0.481,1,0,1,0,1
0,1,52,0.000,1,0,0,0,1
0,1,48,0.000,0,0,0,0,1
0,2,96,2.939,0,0,0,0,1
0,3,765,0.325,1,1,1,0,1
0,1,81,0.000,1,0,1,0,0
0,2,96,2.919,0,0,0,0,1
0,19,1216,49.194,1,0,1,0,0
0,3,855,53.819,1,0,1,0,0
0,16,1240,4.759,1,1,1,0,1
0,4,455,1.283,1,0,1,0,1
0,7,5072,1.181,1,1,1,0,1
0,3,1398,0.329,1,0,1,0,1
0,2,653,0.661,1,0,1,0,1
0,2,1305,1.515,1,0,1,0,1
0,2,104,2.502,0,0,0,0,1
0,4,2375,20.170,1,0,1,0,1
0,5,652,0.820,1,1,1,0,1
0,7,5153,33.732,1,0,1,0,0
0,3,120,5.960,1,1,0,0,0
0,2,1148,0.106,1,0,1,0,1
0,3,203,35.465,1,0,1,0,0
0,2,213,0.005,1,0,1,0,0
0,4,554,50.088,1,0,1,0,0
0,3,1418,0.337,1,0,1,0,1
0,3,470,0.501,1,1,1,0,0
0,3,752,0.050,1,1,1,0,0
0,3,152,2.321,0,0,0,0,1
0,2,96,2.983,0,0,0,0,1
0,15,1190,53.836,1,0,1,0,0
0,1,40,0.000,1,1,0,0,0
0,6,6329,32.121,1,0,1,0,0
0,428,588470,54.224,1,0,1,0,0
0,6,828,7.020,1,1,1,0,1
0,1,509,0.000,1,0,1,0,0
0,7,1163,1.682,1,1,1,0,1
0,4,828,0.681,1,1,1,0,1
0,7,386,35.296,1,0,1,0,0
0,2,96,2.945,0,0,0,0,1
0,2,96,2.942,0,0,0,0,1
0,3,144,8.976,0,0,0,0,1
0,9,6140,1.176,1,1,1,0,1
0,1,40,0.000,1,1,0,0,0
0,6,835,2.896,1,1,1,0,1
0,5,2347,0.154,1,1,1,0,1
0,5,910,0.229,1,1,1,0,1
0,9,1586,2.597,1,0,1,0,1
0,10,1396,9.293,1,0,1,0,0
0,4,871,9.871,1,0,1,0,0
0,41,52042,48.604,1,0,1,0,0
0,5,615,0.552,1,1,1,0,1
0,8,373,49.422,1,0,1,0,0
0,3,703,0.698,1,1,1,0,0
0,1,48,0.000,0,0,0,0,1
0,7,831,0.563,1,1,1,0,1
0,18,22474,41.647,1,0,1,0,0
0,2,96,2.944,0,0,0,0,1
0,2,104,2.962,0,0,0,0,1
0,15,1270,20.624,1,1,1,0,1
0,11,5591,24.345,1,0,1,0,1
0,2,96,2.960,0,0,0,0,1
0,2,402,30.203,1,0,1,0,0
0,3,659,0.240,1,1,1,0,1
0,353,490079,54.821,1,0,1,0,0
0,3,2238,1.514,1,0,1,0,1
0,7,5428,3.280,1,1,1,0,1
0,1,48,0.000,0,0,0,0,1
0,7,418,48.483,1,0,1,0,0
0,2,96,2.985,0,0,0,0,1
0,24,10451,17.440,1,1,1,0,1
0,3,1490,0.253,1,0,1,0,1
0,2,96,2.919,0,0,0,0,1
0,9,6140,3.949,1,1,1,0,1
0,9,8923,0.258,1,1,1,0,1
0,20,2014,42.881,1,0,1,0,1
0,6,2490,1.778,1,0,1,0,1
0,5,929,0.159,1,1,1,0,1
0,14,4139,0.462,1,1,1,0,1
0,103,139284,51.314,1,0,1,0,0
0,4,1186,1.100,1,1,1,0,0
0,2,96,2.984,0,0,0,0,1
0,2,96,2.958,0,0,0,0,1
0,2,96,2.943,0,0,0,0,1
0,1,48,0.000,0,0,0,0,1
0,6,941,0.397,1,1,1,0,1
0,3,144,8.968,0,0,0,0,1
0,3,431,0.157,1,0,1,0,1
0,2,96,2.941,0,0,0,0,1
0,6,360,54.997,1,0,1,0,0
0,33,23488,17.479,1,0,1,0,1
0,4,2752,2.536,1,0,1,0,1
0,4,276,0.452,1,1,1,0,0
0,3,144,8.873,0,0,0,0,1
0,2,96,2.941,0,0,0,0,1
0,2,96,2.965,0,0,0,0,1
0,7,7727,2.940,1,0,1,0,1
0,2,88,0.301,1,0,0,0,1
0,5,287,0.932,1,0,1,0,1
0,5,264,0.212,1,1,1,0,1
0,3,712,0.459,1,1,1,0,1
0,2,96,3.071,0,0,0,0,1
0,28,1710,2.552,1,1,1,0,1
0,7,1346,0.862,1,0,1,0,1
0,2,104,2.960,0,0,0,0,1
0,3,532,0.613,1,1,1,0,1
0,33,1888,52.894,1,0,1,0,0
0,14,12639,3.619,1,0,1,0,1
0,22,14296,15.328,1,0,1,0,1
0,18,22855,3.995,1,0,1,0,1
0,464,597679,52.072,1,0,1,0,0
0,3,144,8.990,0,0,0,0,1
0,138,157155,23.517,1,1,1,0,0
0,2,80,51.407,1,0,0,0,0
0,6,396,43.562,1,0,1,0,0
0,1,52,0.000,1,1,0,0,0
0,36,31736,48.798,1,0,1,0,0
0,6,3077,34.636,1,0,1,0,1
0,6,642,2.688,1,1,1,0,1
0,9,1090,8.500,1,1,1,0,1
0,396,41707,54.567,1,0,1,0,0
0,6,415,0.612,1,1,1,0,1
0,10,666,0.599,1,1,1,0,0
0,1,40,0.000,1,1,0,0,0
0,4,408,12.942,1,1,1,0,1
0,4,1461,0.535,1,1,1,0,1
0,4,789,0.442,1,1,1,0,1
0,3,2570,1.927,1,0,1,0,1
0,1,40,0.000,1,1,0,0,0
0,13,5773,18.649,1,0,1,0,0
0,9,805,0.970,1,1,1,0,1
0,6,652,0.286,1,1,1,0,1
0,5,917,0.263,1,1,1,0,1
0,5,503,0.744,1,1,1,0,1
0,5,376,2.504,1,1,1,0,1
0,3,144,8.966,1,0,0,0,1
0,4,618,4.234,1,1,1,0,1
0,1,40,0.000,1,1,0,0,0
0,2,96,2.999,0,0,0,0,1
0,5,865,3.456,1,1,1,0,1
0,5,2569,0.605,1,1,1,0,1
0,4,271,32.574,1,0,1,0,0
0,10,2563,1.530,1,0,1,0,1
0,30,4779,0.743,1,1,1,0,1
0,7,797,32.312,1,0,1,0,0
0,250,315873,31.061,1,1,1,0,0
0,4,440,0.478,1,1,1,0,1
0,4,710,2.571,1,1,1,0,0
0,4,1130,2.249,1,1,1,0,1
0,20,896,50.643,1,0,1,0,0
0,34,41955,17.945,1,1,1,0,1
0,25,28702,16.221,1,1,1,0,1
0,16,15720,19.410,1,1,1,0,1
0,3,1012,5.130,1,0,1,0,1
0,4,3156,1.648,1,0,1,0,1
0,15,812,39.208,1,0,1,0,0
0,6,484,0.212,1,1,1,0,1
0,4,1708,0.102,1,0,1,0,0
0,1,40,0.000,1,1,0,0,0
0,673,880096,37.559,1,1,1,0,0
0,188,109597,39.004,1,1,1,0,0
0,4,3502,2.542,1,0,1,0,1
0,1,41,0.000,1,0,0,0,0
0,4,873,1.907,1,1,1,0,1
0,2,429,0.175,1,0,1,0,1
0,37,44483,19.208,1,1,1,0,1
0,2,96,2.867,0,0,0,0,1
0,1399,2008633,55.227,1,0,1,0,0
0,1,221,0.000,1,0,1,0,0
0,2,690,8.506,1,0,1,0,0
0,6,3018,2.502,1,0,1,0,1
0,6,528,46.639,1,0,1,0,0
0,8,3353,18.096,1,1,1,0,1
0,51,69886,3.822,1,0,1,0,1
0,4,687,0.189,1,1,1,0,1
0,10,2294,30.506,1,0,1,0,1
0,6,2581,16.383,1,1,1,0,1
0,7,532,0.397,1,1,1,0,1
0,180,11490,36.914,1,0,1,0,1
0,15,15923,53.625,1,0,1,0,0
0,2,1250,0.001,1,0,1,0,0
0,5,784,16.384,1,1,1,0,1
0,1,48,0.000,0,0,0,0,1
0,5,1222,9.117,1,0,1,0,1
0,4,712,0.360,1,1,1,0,1
0,5,1240,9.117,1,0,1,0,1
0,6,2022,3.610,1,1,1,0,1
0,2,1527,0.251,1,0,1,0,1
0,1,40,0.000,1,1,0,0,0
0,4,160,18.182,1,1,0,0,0
0,5,602,16.385,1,1,1,0,1
0,3,152,1.144,0,0,0,0,1
0,7,418,53.994,1,0,1,0,0
0,1,40,0.000,1,1,0,0,0
